Section,Key,Value
Essentials,Product Collection,13th Generation Intel® Core™ i5 Processors
Essentials,Code Name,Products formerly Raptor Lake
Essentials,Vertical Segment,Mobile
Essentials,Processor Number,i5-13500HX
Essentials,Lithography,Intel 7
CPU Specifications,Total Cores,14
CPU Specifications,# of Performance-cores,6
CPU Specifications,# of Efficient-cores,8
CPU Specifications,Total Threads,20
CPU Specifications,Max Turbo Frequency,4.70 GHz
CPU Specifications,Performance-core Max Turbo Frequency,4.70 GHz
CPU Specifications,Efficient-core Max Turbo Frequency,3.50 GHz
CPU Specifications,Cache,24 MB Intel® Smart Cache
CPU Specifications,Processor Base Power,55 W
CPU Specifications,Maximum Turbo Power,157 W
CPU Specifications,Minimum Assured Power,45 W
CPU Specifications,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Yes
Supplemental Information,Marketing Status,Launched
Supplemental Information,Launch Date,Q1'23
Supplemental Information,Embedded Options Available,No
Supplemental Information,Datasheet,View now
Memory Specifications,Max Memory Size (dependent on memory type),192 GB
Memory Specifications,Memory Types,Up to DDR5 4800 MT/sUp to DDR4 3200 MT/s
Memory Specifications,Max # of Memory Channels,2
Memory Specifications,Max Memory Bandwidth,76.8 GB/s
GPU Specifications,GPU Name‡,Intel® UHD Graphics for 13th Gen Intel® Processors
GPU Specifications,Graphics Max Dynamic Frequency,1.50 GHz
GPU Specifications,Graphics Output,"eDP 1.4b, DP 1.4a, HDMI 2.1"
GPU Specifications,Execution Units,16
GPU Specifications,Max Resolution (HDMI)‡,4096 x 2160 @ 60Hz
GPU Specifications,Max Resolution (DP)‡,7680 x 4320 @ 60Hz
GPU Specifications,Max Resolution (eDP - Integrated Flat Panel)‡,5120 x 3200 @ 120Hz
GPU Specifications,DirectX* Support,12.1
GPU Specifications,OpenGL* Support,4.6
GPU Specifications,OpenCL* Support,3.0
GPU Specifications,Multi-Format Codec Engines,1
GPU Specifications,Intel® Quick Sync Video,Yes
GPU Specifications,# of Displays Supported‡,4
GPU Specifications,Device ID,0x468B
Expansion Options,Direct Media Interface (DMI) Revision,4.0
Expansion Options,Max # of DMI Lanes,8
Expansion Options,Scalability,1S Only
Expansion Options,PCI Express Revision,5.0 and 4.0
Expansion Options,PCI Express Configurations‡,"Up to 1x16+4, 2x8+4"
Expansion Options,Max # of PCI Express Lanes,20
Package Specifications,Sockets Supported,FCBGA1964
Package Specifications,Max CPU Configuration,1
Package Specifications,TJUNCTION,100°C
Package Specifications,Max Operating Temperature,100 °C
Package Specifications,Package Size,45.0 mm x 37.5 mm
Advanced Technologies,Intel® Gaussian & Neural Accelerator,3.0
Advanced Technologies,Intel® Thread Director,Yes
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Wake on Voice,Yes
Advanced Technologies,Intel® High Definition Audio,Yes
Advanced Technologies,MIPI SoundWire*,1.2
Advanced Technologies,Intel® Adaptix™ Technology,Yes
Advanced Technologies,Intel® Speed Shift Technology,Yes
Advanced Technologies,Intel® Hyper-Threading Technology‡,Yes
Advanced Technologies,Instruction Set,64-bit
Advanced Technologies,Instruction Set Extensions,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
Advanced Technologies,Thermal Monitoring Technologies,Yes
Advanced Technologies,Intel® Flex Memory Access,Yes
Advanced Technologies,Intel® Volume Management Device (VMD),Yes
Security & Reliability,Intel® Secure Key,Yes
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® OS Guard,Yes
Security & Reliability,Intel® Boot Guard,Yes
Security & Reliability,Intel® Virtualization Technology (VT-x)‡,Yes
Security & Reliability,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Security & Reliability,Intel® VT-x with Extended Page Tables (EPT)‡,Yes
